<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2016.04.15	02:00:00	0.68545	0.68617	0.68507	0.68584	3945	6180050000	21
2016.04.15	03:00:00	0.68582	0.68586	0.68468	0.68553	6243	8757050000	21
2016.04.15	04:00:00	0.68555	0.68790	0.68554	0.68778	4740	5700999000	21
2016.04.15	05:00:00	0.68777	0.68878	0.68688	0.68821	4241	4079223000	21
2016.04.15	06:00:00	0.68821	0.68834	0.68687	0.68765	3378	3624475000	21
2016.04.15	07:00:00	0.68765	0.68946	0.68759	0.68890	3448	3208866000	21
2016.04.15	08:00:00	0.68890	0.68958	0.68830	0.68833	3664	2975940000	21
2016.04.15	09:00:00	0.68833	0.69073	0.68797	0.69019	5096	7686855000	21
2016.04.15	10:00:00	0.69019	0.69174	0.68858	0.69130	6622	8907110000	21
2016.04.15	11:00:00	0.69129	0.69141	0.68999	0.69074	5799	6622290000	21
2016.04.15	12:00:00	0.69075	0.69175	0.69054	0.69104	4329	5767669000	21
2016.04.15	13:00:00	0.69106	0.69263	0.69088	0.69161	4580	6277830000	21
2016.04.15	14:00:00	0.69161	0.69187	0.69076	0.69116	5195	6452545000	21
